	Bacteroidia	Gammaproteobacteria	Alphaproteobacteria	Anaerolineae	Planctomycetes	Actinobacteria	Verrucomicrobiae	Clostridia	Thermoleophilia	Nitrospiria	Acidimicrobiia	Polyangia	Ignavibacteria	Gracilibacteria	Campylobacteria	Negativicutes	Bacilli	Saccharimonadia	Vicinamibacteria	midas_c_206	Blastocatellia	Methanobacteria	Kapabacteria	Holophagae	Bdellovibrionia	Oligoflexia	Desulfobulbia	OLB14	Leptospirae	Kryptonia	Elusimicrobia	Phycisphaerae	midas_c_41	Chloroflexia	Bacteria_unclassified	Acidobacteriae	Fusobacteriia	Myxococcia	Hydrogenedentia	Parcubacteria	OM190	Vampirivibrionia	midas_c_18	Coriobacteriia	Spirochaetia	Fimbriimonadia	Desulfovibrionia	Gemmatimonadetes	Kiritimatiellae	Synergistia	Desulfuromonadia	Lineage_IIb	Thermoanaerobaculia	Methanosarcinia	ABY1	Sericytochromatia	bacteriap25	Cyanobacteriia	Fibrobacteria	midas_c_814	Patescibacteria_unclassified	KD4-96	Desulfobacteria	Sumerlaeia	Babeliae	BD7-11	midas_c_216	midas_c_25190	Brocadiae	Syntrophobacteria	Chlamydiae	Microgenomatia	Chthonomonadetes	Omnitrophia	vadinHA49	Desulfitobacteriia	midas_c_13758	Methanomicrobia	Actinobacteriota_unclassified	Berkelbacteria	Aminicenantia	Firmicutes_unclassified	Deinococci	MVP-15	Archaea_unclassified	Thermoplasmata	Syntrophia	midas_c_35434	Desulfomonilia	midas_c_49974	Caldisericia	Syntrophorhabdia	WWE3	Desulfobacterota_unclassified	midas_c_796	Rhodothermia	midas_c_1477	Chlorobia	Abditibacteria	BRH-c20a	Endomicrobia	Armatimonadia	Verrucomicrobiota_unclassified	Thermodesulfovibrionia	Myxococcota_unclassified	midas_c_55	Chitinivibrionia	Bdellovibrionota_unclassified	Proteobacteria_unclassified	Desulfotomaculia	OC31	midas_c_4	Syntrophomonadia	Subgroup_22	Cloacimonadia	Lentisphaeria	midas_c_21477	Planctomycetota_unclassified	Bacteroidota_unclassified	Acidobacteriota_unclassified	Subgroup_21	Thermococci	Pla4_lineage	Dehalococcoidia	Chloroflexi_unclassified	Pla3_lineage	Limnochordia	4-29-1	midas_c_33170	midas_c_201
191122	0.4103971524915682	0.27257399775196417	0.0778568752341699	0.027913076058448887	0.019895091794679666	0.017384788310228577	0.015155488947171218	0.02407268639940057	0.017890595728737357	0.010865492693892843	0.019070813038591244	0.0036343199700262286	0.006575496440614462	0.0027725739977519674	0.015118021730985386	0.0016860247283626822	0.008280254777070053	0.007549644061446236	0.0022292993630573248	0.002566504308729862	0.0026039715249157	0.004683402023229673	0.0015361558636193332	0.0008242787560884228	0.0015736230798051702	0.0019108280254777068	0.0016298239040839263	0.0016298239040839265	0.00022480329711502435	0.0013675533907830648	0.0006556762832521545	0.0011614837017609589	0.00129261895841139	0.0016485575121768451	0.001067815661296366	0.0011052828774822032	0.0023417010116148374	0.0003559385537654552	0.0005807418508804796	0.0006369426751592359	0.0005994754589733984	0.00011240164855751218	0.0007306107156238292	0.0011427500936680402	0.00013113525665043089	0.0006931434994379918	0.0008992131884600977	0.0003934057699512926	0.0007493443237167481	0.0005432746346946422	0.00028100412139378045	0.00016860247283626825	0.00031847133757961787	0.00018733608092918696	3.746721618583739e-05	0.0	0.0	0.0	1.8733608092918696e-05	0.0	1.8733608092918696e-05	0.0	3.746721618583739e-05	3.746721618583739e-05	5.620082427875609e-05	3.746721618583739e-05	0.0	0.0	0.0	0.00011240164855751218	0.0	0.0	0.0	0.0	1.8733608092918696e-05	1.8733608092918696e-05	0.0	1.8733608092918696e-05	3.746721618583739e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.746721618583739e-05	5.620082427875609e-05	0.0	0.0	0.0	5.620082427875609e-05	1.8733608092918696e-05	0.0	0.0	1.8733608092918696e-05	1.8733608092918696e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.620082427875609e-05	1.8733608092918696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191129	0.3894354682260359	0.2674389601751524	0.09306321536457632	0.019150292381453875	0.01917800626333731	0.024249646648005992	0.01590776820109193	0.02898872045007347	0.016711470775711553	0.005348779203503035	0.017238034531496825	0.009173294903417119	0.00573677354987113	0.006651331652024502	0.017154892885846526	0.002023113377490785	0.010614416761355753	0.0051824959122024235	0.0018568300861901727	0.0026605326608098003	0.0025219632513926223	0.004489648865116537	0.0026328187789263643	0.0016351190311226893	0.0019122578499570428	0.0037690879361472174	0.0018568300861901727	0.0014411218579386412	0.00030485270071778955	0.00169054679488956	0.0006928470470858853	0.0011362691572208519	0.000886844220269933	0.0008037025746196268	0.0013302663304048993	0.0006928470470858851	0.004378793337582796	0.0005265637557852728	0.0003879943463680958	0.00138569409417177	0.00019399717318404787	0.00011085552753374165	0.0006928470470858852	0.0015242635035889475	0.00038799434636809573	0.0005819915195521436	0.0007205609289693208	0.00022171105506748327	0.0007205609289693206	0.0007482748108527561	0.00022171105506748327	0.00016628329130061246	0.0002217110550674833	0.0002771388188343541	5.5427763766870823e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.314164565030623e-05	0.0	0.0	5.5427763766870823e-05	2.7713881883435412e-05	2.7713881883435412e-05	0.0	5.5427763766870823e-05	2.7713881883435412e-05	0.0002217110550674833	8.314164565030623e-05	2.7713881883435412e-05	0.0	0.0	0.0	0.0	2.7713881883435412e-05	0.0	0.0	2.7713881883435412e-05	0.0	0.0	2.7713881883435412e-05	0.0	5.5427763766870823e-05	0.0	2.7713881883435412e-05	2.7713881883435412e-05	0.0	0.0	0.0	0.0	2.7713881883435412e-05	0.0	0.0	2.7713881883435412e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.7713881883435412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7713881883435412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191206	0.39560545696003685	0.27625256549559113	0.10117107328262731	0.019340818544005767	0.02103102740552938	0.0250150911505493	0.019002776771701046	0.021634673427502058	0.02008933961125196	0.006664252082578776	0.01714354702402511	0.008185440057950017	0.004780876494023904	0.0028009175419533997	0.004925751539297355	0.0016660630206446934	0.00630206446939515	0.003718459495351928	0.0019558131111915974	0.00398406374501992	0.0023662924061330437	0.0040565012676566465	0.0017626463841603286	0.0015453338162501509	0.0021248339973439587	0.004442834721719185	0.0019316672703126887	0.0013280212483399736	0.00031389593142581193	0.0010141253169141616	0.0006036460219727152	0.0008692502716407102	0.0006519377037305324	0.0013763129300977904	0.0008933961125196188	0.001255583725703248	0.003211396836894845	0.0007002293854883498	0.0003138959314258119	0.00041047929494144626	0.00019316672703126883	0.0002656042496679947	0.0004104792949414463	0.0010624169986719785	0.0006036460219727153	0.0006036460219727153	0.0007968127490039842	0.0006036460219727153	0.000627791862851624	0.000362187613183629	0.00038633345406253767	0.0002897500905469033	0.0002656042496679947	0.00019316672703126886	2.4145840878908608e-05	0.0	0.0	0.0	9.658336351563443e-05	0.0	2.4145840878908608e-05	4.8291681757817215e-05	2.4145840878908608e-05	4.8291681757817215e-05	4.8291681757817215e-05	2.4145840878908608e-05	0.0	0.0	0.0	4.8291681757817215e-05	9.658336351563443e-05	2.4145840878908608e-05	0.0	0.0	4.8291681757817215e-05	4.8291681757817215e-05	0.0	0.0	4.8291681757817215e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.4145840878908608e-05	0.0	9.658336351563443e-05	4.8291681757817215e-05	0.0	2.4145840878908608e-05	0.0	0.0	0.0	0.0	0.0	2.4145840878908608e-05	0.0	0.0	2.4145840878908608e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191213	0.43116646521975005	0.24417117732583715	0.11261758368805537	0.018813390088811763	0.021108133200203164	0.023578047541471754	0.015572722336083528	0.020092140066915298	0.025067002995428023	0.005272654019303869	0.017814914078511716	0.006148510168689896	0.004974862928512623	0.002575017079194914	0.006376232767530262	0.0010510273792632297	0.00653388687441975	0.0028552910469984414	0.001523989699931683	0.003591010212482702	0.002049503389563298	0.0022597088654159442	0.0014714383309685217	0.0008583390263983043	0.0013137842240790374	0.002049503389563298	0.0016991609298088882	0.0008057876574351428	0.00019268835286492545	0.0012437157321281555	0.0005079965666438944	0.0007532362884719812	0.0009459246413369067	0.0013838527160299193	0.0012086814861527147	0.0008933732723737451	0.002785222555047559	0.0005255136896316149	0.00014013698390176398	0.0005430308126193351	0.00010510273792632299	0.0002977910907912485	0.0004028938287175714	0.0008233047804228632	0.00014013698390176398	0.0007707534114597017	0.0003853767057298509	0.0004028938287175714	0.0002977910907912484	0.00038537670572985085	0.00015765410688948448	0.00017517122987720498	0.00021020547585264598	0.00021020547585264598	3.5034245975440995e-05	3.5034245975440995e-05	0.0	0.0	0.0	1.7517122987720497e-05	0.0	0.0	1.7517122987720497e-05	0.0	0.00010510273792632299	0.0	7.006849195088199e-05	0.0	0.0	0.0	0.0	0.00012261986091404348	0.0	0.0	1.7517122987720497e-05	3.5034245975440995e-05	0.0	0.0	1.7517122987720497e-05	0.0	1.7517122987720497e-05	0.0	1.7517122987720497e-05	0.0	0.0	0.0	0.0	3.5034245975440995e-05	0.0	0.0	0.0	0.0	0.0	1.7517122987720497e-05	0.0	3.5034245975440995e-05	0.0	1.7517122987720497e-05	0.0	3.5034245975440995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7517122987720497e-05	3.5034245975440995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191220	0.33018437508386855	0.2720270524140528	0.13759695123587698	0.021255468183892047	0.033627653578808946	0.037197069321811056	0.02643514666809804	0.019537854593274527	0.02313410804862994	0.006655752663642951	0.017444513029709362	0.00829285311720029	0.0034352271812350716	0.004911301360672018	0.0040524945653632495	0.0026569335229865	0.0055285687448002	0.0026569335229865002	0.0029521483588738893	0.005582244169506992	0.0017176135906175358	0.0032742009071146778	0.0008856445076621667	0.0022275301253321168	0.0015565873164971415	0.002522744961219505	0.0018518021523845308	0.0015565873164971415	0.000134188561766995	0.0008588067953087679	0.0007514559458951718	0.0010198330694291618	0.00021470169882719197	0.0021470169882719194	0.0014760741794369442	0.0016102627412039397	0.0020128284265049246	0.0010198330694291618	0.000509916534714581	0.0005635919594213789	0.00026837712353399	0.00034889026059418694	0.00040256568530098503	0.0009393199323689649	0.000375727972947586	0.0005635919594213789	0.000966157644722364	0.0009393199323689649	0.00045624111000778296	0.000295214835887389	0.00016102627412039399	0.000348890260594187	0.000134188561766995	0.000295214835887389	0.0	0.0	0.0	5.367542470679799e-05	2.6837712353398997e-05	0.0	0.0	5.367542470679799e-05	0.0	0.0	0.0	0.0	5.367542470679799e-05	0.0	0.0	0.0	0.00010735084941359599	2.6837712353398997e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.6837712353398997e-05	0.0	0.0	2.6837712353398997e-05	2.6837712353398997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6837712353398997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200103	0.3749432378685597	0.2947089864240601	0.11328938508995844	0.016582371639290376	0.022407340713715317	0.044266633261826026	0.017349639071136673	0.019338270986330182	0.029704210575763744	0.0038989712353005653	0.010773061083882693	0.005355213503906796	0.0026619482329361286	0.002160875624383446	0.0031003867654197273	0.003413557145765155	0.004995067566509554	0.001471900787623507	0.0013466326354853357	0.0032099963985406264	0.001127413369243537	0.0012213644833471654	0.000861218545949924	0.0020982415483143608	0.0016284859777962206	0.0016911200538653054	0.0013622911545026072	0.000454097051500869	7.829259508635673e-05	0.0007829259508635673	0.0007046333557772105	0.0005637066846217682	9.395111410362807e-05	0.0015188763446753208	0.0011743889262953516	0.0007046333557772103	0.0020042904342107326	0.0001722437091899848	0.0001722437091899848	0.0003131703803454269	0.0001409266711554421	0.00034448741837996954	0.00028185334231088427	0.0005637066846217683	0.0010021452171053663	0.00034448741837996965	0.00042278001346632624	0.0005793652036390397	0.00042278001346632635	0.0003914629754317836	0.0003288288993626983	0.00042278001346632635	4.6975557051814036e-05	0.00021921926624179883	3.131703803454269e-05	0.0	0.0	0.0	0.0	0.0	3.131703803454269e-05	0.00010960963312089943	1.5658519017271345e-05	0.0	1.5658519017271345e-05	0.0	3.131703803454269e-05	0.0	0.00012526815213817076	1.5658519017271345e-05	1.5658519017271345e-05	4.6975557051814036e-05	0.0	0.0	0.0	6.263407606908538e-05	0.0	0.0	3.131703803454269e-05	1.5658519017271345e-05	3.131703803454269e-05	1.5658519017271345e-05	0.0	0.0	3.131703803454269e-05	0.0	0.0	0.0	4.6975557051814036e-05	0.0	0.0	0.0	0.0	1.5658519017271345e-05	0.0	0.0	0.0	1.5658519017271345e-05	0.0	0.0	1.5658519017271345e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5658519017271345e-05	0.0	0.0	1.5658519017271345e-05	0.0	3.131703803454269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200110	0.3358254555910988	0.3605909205276564	0.10822759785773298	0.011627906976744172	0.019086301714532215	0.04766183817979229	0.016282664174544426	0.014485460623270163	0.0334100140181877	0.0031271341792171383	0.01038783652636497	0.0030732180726789128	0.002120700190503577	0.001222098414866468	0.0017253154092232487	0.0019050357643506709	0.004241400381007151	0.0004493008878185543	0.0008626577046116242	0.0026239171848603574	0.0006649653139714604	0.0010783221307645308	0.0005391610653822652	0.00124007045037921	0.001833147622299702	0.0007009093849969447	0.0020667840839653506	0.0005571331008950073	7.18881420509687e-05	0.0006469932784587182	0.001024406024226304	0.0003414686747421012	5.391610653822653e-05	0.0008986017756371086	0.0008986017756371084	0.0008446856690988821	0.0018690916933251861	0.00017972035512742177	0.0001976923906401639	0.00026958053269113264	5.391610653822653e-05	0.0003234966392293591	0.0001976923906401639	0.0004672729233312965	0.0012220984148664678	0.0004852449588440386	0.0005391610653822652	0.00037741274576758564	0.0003594407102548434	0.0003234966392293591	0.0002695805326911326	0.0001437762841019374	0.0	7.18881420509687e-05	1.7972035512742175e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.7972035512742175e-05	0.0	0.0	1.7972035512742175e-05	0.0	1.7972035512742175e-05	0.0	0.0	3.594407102548435e-05	1.7972035512742175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.594407102548435e-05	0.0	0.0	0.0	3.594407102548435e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.7972035512742175e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.7972035512742175e-05	1.7972035512742175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200117	0.33727198156322125	0.35697824303738385	0.1013632279989061	0.012440920276551696	0.020643724854497864	0.04534979102378816	0.020721846802859236	0.010683176438420348	0.03509628530135543	0.0026170852701066366	0.010995664231865944	0.006034920510917542	0.0026756767313776803	0.0024803718604742005	0.001152298738330534	0.001425725557595407	0.002988164524823247	0.0006249755868911371	0.0009569938674270535	0.00347642670208195	0.001035115815788446	0.0006445060739814851	0.0004882621772587008	0.0018553962735830634	0.0031834693957267287	0.001074176789969142	0.0019335182219444554	0.00021483535799382837	7.812194836139214e-05	0.0009569938674270536	0.0015429084801374948	0.00035154876762626456	0.0001171829225420882	0.000624975586891137	0.0007421585094332251	0.0012694816608726223	0.0007812194836139214	0.0004101402288973087	0.0004687316901683527	0.00031248779344556844	7.812194836139214e-05	0.0006640365610718331	0.0001757743838131323	0.00031248779344556844	0.0010937072770594901	0.00021483535799382837	0.00037107925471661256	0.000546853638529745	0.0005859146127104411	0.00035154876762626456	0.0004882621772587009	0.0003906097418069607	7.812194836139214e-05	0.0001171829225420882	3.906097418069607e-05	0.0	0.0	0.0	0.0	1.9530487090348034e-05	0.0	0.0	5.85914612710441e-05	5.85914612710441e-05	1.9530487090348034e-05	1.9530487090348034e-05	3.906097418069607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.906097418069607e-05	1.9530487090348034e-05	0.0	0.0	1.9530487090348034e-05	0.0	0.0	0.0	0.0	0.0	1.9530487090348034e-05	1.9530487090348034e-05	0.0	0.0	0.0	7.812194836139214e-05	0.0	0.0	0.0	0.0	1.9530487090348034e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200124	0.3543273553210627	0.32282843577974507	0.09544314579094335	0.011246234167731368	0.021167526301676655	0.05198820170665155	0.018911970220350474	0.009227274878152676	0.0427766999479487	0.0032019432483162196	0.01596239688323159	0.0078076941276676295	0.0029968926954683822	0.004511112162652408	0.0019085474534298653	0.0011356646003880186	0.002082051767378033	0.0005836054196438428	0.0016404044227826937	0.003201943248316219	0.0014669001088345242	0.0005205129418445085	0.0006782441363428444	0.003375447562264389	0.0029338002176690476	0.001514219467184025	0.0017350431394816952	0.0001892774333980031	0.00012618495559866874	0.0007413366141421788	0.002586791589772709	0.0001892774333980031	6.309247779933437e-05	0.0007886559724916795	0.0007886559724916795	0.0009937065253395163	0.001041025883689017	0.0007097903752425117	0.00039432798624583986	0.0003470086278963391	0.0002050505528478367	0.0005205129418445086	0.0002050505528478367	0.00028391615009700465	0.0007097903752425116	0.00033123550844650553	0.00022082367229767026	0.000930614047540182	0.0005362860612943422	0.0002208236722976703	0.000425874225145507	0.0007255634946923453	1.5773119449833593e-05	0.00012618495559866874	1.5773119449833593e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.5773119449833593e-05	1.5773119449833593e-05	4.7319358349500774e-05	1.5773119449833593e-05	0.0	3.1546238899667185e-05	0.0	0.0	0.0	1.5773119449833593e-05	1.5773119449833593e-05	0.0	0.0	1.5773119449833593e-05	3.1546238899667185e-05	0.0	0.0	0.0	1.5773119449833593e-05	0.0	3.1546238899667185e-05	0.0	0.0	0.0	1.5773119449833593e-05	0.0	0.0	1.5773119449833593e-05	7.886559724916797e-05	1.5773119449833593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5773119449833593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200131	0.5833333333333333	0.08333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200205	0.32826299507926215	0.35778743047653205	0.08450207568641899	0.012229719982689277	0.01872124893811409	0.04430268156245501	0.02391447210245396	0.006988411418679571	0.03858051900174712	0.0032377502444341146	0.022423824712689746	0.007950119412075846	0.002788953180849188	0.004375771369953036	0.0009617079933962717	0.00046482553014153135	0.0022439853179246337	0.000577024796037763	0.00219589991825482	0.0025485261825001202	0.0022600137844812386	0.0006251101957075766	0.0006090817291509721	0.003269807177547324	0.0008655371940566444	0.0004487970635849267	0.002083700652358589	0.0003846831973585087	0.0003686547308019042	0.0007533379281604129	0.008447001875330592	0.0005289393963679493	8.014233278302266e-05	0.0007693663947170174	0.0007373094616038081	0.0019875298530189615	0.0020837006523585886	0.0009617079933962717	0.00025645546490567244	0.00044879706358492673	0.0004808539966981359	0.0007373094616038084	0.00012822773245283625	0.00017631313212264986	0.0007052525284905992	0.00036865473080190407	0.0002083700652358589	0.001362419657311385	0.0006571671288207857	6.411386622641812e-05	0.0004487970635849268	0.0008975941271698537	9.61707993396272e-05	0.00014425619900944079	1.602846655660453e-05	0.0	0.0	0.0	0.0	1.602846655660453e-05	0.0	4.8085399669813586e-05	1.602846655660453e-05	1.602846655660453e-05	3.205693311320906e-05	1.602846655660453e-05	3.205693311320906e-05	0.0	0.0	4.808539966981359e-05	0.0	0.0	0.0	1.602846655660453e-05	4.8085399669813586e-05	0.0	0.0	1.602846655660453e-05	0.0	0.0	1.602846655660453e-05	0.0	3.205693311320906e-05	0.0	6.411386622641812e-05	0.0	1.602846655660453e-05	0.0	0.0	1.602846655660453e-05	0.0	0.0	0.0	1.602846655660453e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.602846655660453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
