	190703	190802	190830	190913	191004	191019	191025	191108	191111	191115	191122	191129	191206	191213	191220	200103	200110	200117	200124	200131	200205
Proteobacteria	0.34163278523369545	0.3605939193966757	0.35842299211200174	0.4349198412450338	0.37742565468265227	0.3881790254042143	0.3471734331509804	0.3261607467571764	0.36207180131281497	0.3488911360624831	0.35043087298613357	0.36050217553972913	0.37742363877821694	0.3567887610138858	0.40962400364992996	0.4079983715140165	0.4688185183853885	0.45834147103629114	0.41827158157068883	0.25	0.44228950616295176
Bacteroidota	0.29163818227611493	0.3171442038988657	0.30104630684761235	0.22284029709261655	0.2863027075011134	0.22872279759385752	0.369229292638452	0.4143734594092187	0.3194126706439978	0.3846502545505254	0.41989509179467777	0.3994956073497231	0.4031631051551352	0.4389090335803224	0.3353640535680746	0.3792649891173265	0.33915028216095594	0.3413929143392847	0.35874382876701605	0.5833333333333333	0.3324143679174229
Actinobacteriota	0.03839096175295935	0.02850072388135085	0.042385046839620584	0.050970342823213104	0.03297825122059471	0.043880723312669095	0.04816201170937704	0.05362266133268689	0.06982759909687626	0.06353302182857946	0.05552641438741088	0.05972341545880324	0.06335868646625631	0.06730078651882229	0.07874184804487278	0.08533892864412901	0.09196290571870139	0.09177375883754536	0.11101121468792904	0.0	0.10548333840901436
Firmicutes	0.0322923038175079	0.017928689269721663	0.04607005964097027	0.020938154317322513	0.024305370616955344	0.015529515645407617	0.03242153757558298	0.030468339596718682	0.029530943943539792	0.028209777529813896	0.034057699512926025	0.04165396447080322	0.029675238440178588	0.02776463993553681	0.027750194573414665	0.02785650533172585	0.020631896768628106	0.015116597007929335	0.012523856843167909	0.16666666666666666	0.00969722226674578
Chloroflexi	0.02604972475083651	0.03784384364162814	0.03579938139142534	0.048886944383678486	0.038526409232134864	0.05699306488107293	0.03768115942028979	0.037539903826726555	0.04729436743970465	0.03886254271567045	0.031191457474709663	0.021478258459662454	0.022093444404201336	0.021003030462276813	0.025012747913367904	0.01866495466858747	0.013101613888789028	0.013280731221436661	0.01223994069307089	0.0	0.01343185497443462
Planctomycetota	0.03169862915122509	0.033652065587017166	0.025454706900889416	0.040855443399272724	0.03829560585885482	0.05983701550744115	0.028428831941645034	0.026892148543257752	0.032850371566560635	0.029308180486784338	0.02171225177969278	0.020591414239392522	0.022165881926838066	0.021983989349589173	0.034915863771772124	0.023237242221630712	0.01948168649581255	0.021131987031756554	0.02157762740737232	0.0	0.019795156197406592
Verrucomicrobiota	0.044327708415788106	0.03929160634322069	0.03827085584052333	0.04423054887131881	0.04241455836662225	0.041743161457662714	0.017525674248968212	0.015395805552188136	0.02020066089504927	0.0181149313062278	0.015961034095166735	0.01685004018512873	0.019727151998068296	0.015870513426874754	0.02699873862751942	0.01778807760362027	0.016660076920312017	0.021307761415569674	0.01946402940109465	0.0	0.024587667697831356
Nitrospirota	0.0248803655596733	0.060317834416349574	0.02033416702431516	0.03469900101044822	0.024340878828229034	0.03086403855705378	0.031346578366445915	0.01573928152907423	0.0232658981145053	0.01781853685752145	0.010884226301985761	0.005376493085386471	0.006664252082578776	0.005272654019303869	0.006655752663642951	0.0038989712353005653	0.0031271341792171383	0.0026170852701066366	0.0032019432483162196	0.0	0.0032377502444341146
Patescibacteria	0.016101176555247707	0.01813070266994382	0.023545603883322733	0.01620883985957897	0.03458499778073675	0.03326649620132089	0.022938861694980286	0.02460904352042669	0.024312564482124422	0.017539577376386114	0.011015361558636179	0.013385804949699287	0.007098877218399133	0.006166027291677622	0.008158664555433294	0.0040712149444905475	0.001958951870888898	0.0034568962149916023	0.005489045568542092	0.0	0.005417621696132331
Myxococcota	0.041629187205411415	0.022069963974277008	0.028059374583771144	0.022177776388845504	0.025406125166444766	0.01707474108276156	0.008657260773586709	0.009172829029781383	0.011079711120082554	0.008612873980054399	0.0039902585237916845	0.009699858659202391	0.008885669443438361	0.006674023858321511	0.00931268618662945	0.005527457213096779	0.0032529384278063346	0.006445060739814851	0.008517484502910146	0.0	0.008911827405472125
Acidobacteriota	0.023099341560824656	0.01574021076731423	0.023368012904944415	0.019208933612508746	0.019920106524633843	0.02299442615110098	0.011344658796429596	0.009879985452782156	0.014593519639946779	0.01189064788339495	0.007081303859123267	0.00695618435274229	0.007388627308946036	0.005587962233082841	0.008641743377794477	0.005355213503906797	0.003612379138061177	0.005195109566032579	0.007492231738670958	0.0	0.009825449999198588
Campylobacterota	0.028658295254200692	0.01095922696205515	0.015006437672966213	0.005802264654103775	0.01358189081225033	0.010356689538455883	0.007851041366733853	0.003475168707318058	0.006145426815592337	0.006224283422832833	0.015118021730985386	0.017154892885846526	0.004925751539297355	0.006376232767530262	0.0040524945653632495	0.0031003867654197273	0.0017253154092232487	0.001152298738330534	0.0019085474534298653	0.0	0.0009617079933962717
Bdellovibrionota	0.010542222861871708	0.005235513955759057	0.007621612822068637	0.006729376959696665	0.005583666222814024	0.011394198046393564	0.0056819272482963755	0.0061017497070351995	0.00675847425948354	0.004010042541320871	0.00348445110528288	0.005681345786104263	0.006567668719063144	0.003363287613642337	0.004079332277716648	0.003319606031661526	0.0025340570072966474	0.004257646185695874	0.004448019684853075	0.0	0.0013143342576415712
Desulfobacterota	0.008581297448997953	0.0068852900575738065	0.0067928549229699115	0.006260612310801392	0.007483355525965377	0.005989588123838785	0.010423265188597743	0.006909928476178938	0.009150854528327305	0.005631494525420178	0.004327463469464223	0.0037690879361472196	0.003887480381504287	0.003223150629740573	0.003220525482407878	0.0023018022955388897	0.0029653858596024596	0.0029686340377329	0.002476379753623873	0.0	0.002917180913302024
