11j,12j,13j,14j,15j,16j,17j,18j,19j,20j
0.00074157488533055,0.0013531121579633157,0.0014806427731568175,0.0001981244221371021,0.0011301031219098743,0.0003994496471528117,0.000810931354660828,0.0016625103906899418,0.0,0.0005432027232563192
0.2643851794885812,0.14513380775784374,0.1255497975003269,0.18547747985735138,0.18459528181946683,0.14300297368070689,0.16514617037667575,0.11316405954810012,0.05405405405405406,0.16198305207503425
0.022686698343816123,0.028916507968327204,0.05896442102512724,0.04021925769383148,0.03874134764797318,0.05592295060139374,0.051737420427360965,0.10496486057583415,0.13513513513513514,0.045592815238646965
0.021148617100167567,0.032574922321339024,0.03144188477115367,0.027242108043851562,0.021648537929086015,0.031023922595534943,0.023963021530227415,0.03086979520894728,0.035343035343035345,0.027993047005142283
0.06432475486830151,0.05853462964819076,0.07599181291643094,0.042761854444591074,0.04022460799547968,0.04149838000976433,0.057657219316384935,0.0494218997959646,0.035343035343035345,0.07387557036285934
0.014694169024142403,0.025057632554876256,0.02717414971911342,0.021397437590807058,0.02051843480717613,0.02449957835870567,0.025422697968616906,0.03094536386306955,0.02286902286902287,0.023647425219091713
0.0008239720948117223,0.0,0.0010016112877237295,3.302073702285035e-05,0.0,8.876658825618038e-05,0.0003243725418643312,0.001775863371873347,0.002079002079002079,3.621351488375462e-05
0.019006289653657093,0.024255788313120228,0.029003179027130722,0.024270241711795044,0.020589066252295497,0.02303492965247869,0.017881036370271188,0.02750699010050625,0.031185031185031187,0.024516549576301828
0.03424977340767393,0.09441715946677358,0.024778992291947917,0.03866728305375775,0.052020059330413905,0.07438640095867917,0.03345091837975915,0.0068767475251265775,0.008316008316008316,0.04657058014050843
0.018621769342744954,0.02200060138318134,0.026128990114532135,0.03143574164575355,0.021471959316287592,0.024188895299809058,0.025301058265417762,0.025051008841532506,0.010395010395010396,0.02013471427536752
5.493147298744816e-05,0.0008018442417560389,0.00013064495057266037,0.0001320829480914014,0.00014126289023873428,0.000932049176689894,0.0001621862709321656,3.778432706113504e-05,0.0,0.0
0.011068691806970827,0.017740803848852387,0.015024169315855932,0.01611411966715099,0.015221076423223602,0.01646620212152143,0.01556988200948792,0.018363182951711587,0.02702702702702703,0.014702687042804335
0.04185778241643552,0.02139921820186429,0.029525758829421263,0.037973847576277836,0.03319677920610262,0.028316541653721498,0.02505777885901957,0.019685634398851355,0.012474012474012475,0.020351995364670087
0.007717871954736467,0.004861180715645986,0.014588686147280407,0.009807158895786556,0.011124452606300326,0.007367626825262972,0.013096541377772374,0.006914531852187712,0.0,0.021003838632577678
0.007992529319673721,0.011075473589255277,0.01232417367068762,0.015123497556465472,0.009747139426472658,0.011051440237894457,0.010907026720188145,0.01122194513715712,0.02079002079002079,0.012348808575360299
5.493147298744816e-05,0.00020046106043900973,8.709663371510691e-05,0.00033020737022850346,0.00010594716767905072,0.00013314988238427057,0.0,0.0,0.0,3.621351488375462e-05
0.016891427943640312,0.02200060138318132,0.030353176849714773,0.019845462950733063,0.01991806752366153,0.01722071812169898,0.020030004460122448,0.02539106778508274,0.008316008316008316,0.02589266314188455
0.002059930237029304,0.0031071464368046544,0.0027435439620258637,0.004061550653810588,0.0050501483260347434,0.0041276463539123886,0.003689737663706766,0.002153706642484697,0.04365904365904366,0.00416455421163179
0.016781564997665442,0.05502656109050792,0.019291904367896243,0.027374190991942982,0.037964401751660194,0.04087701389197121,0.01958399221505892,0.002984961837829668,0.006237006237006237,0.03172303903816897
0.0001373286824686204,0.00010023053021950487,4.354831685755346e-05,0.0,0.0,0.0,0.0,0.00011335298118340512,0.0,7.242702976750923e-05
0.006234722184075368,0.003357722762353413,0.006924182380350999,0.005844670453044513,0.006886565899138295,0.006124894589676447,0.005798159185824922,0.005667649059170256,0.010395010395010396,0.0043818353009343084
0.007910132110192538,0.011376165179913793,0.009624178025519311,0.010995905428609171,0.01041813815510665,0.01145088988504727,0.011677411507115926,0.014509181591475863,0.02286902286902287,0.008691243572101102
0.015408278172979219,0.022752330359827624,0.020424160606192603,0.025591071192709036,0.01991806752366153,0.02077138165194617,0.02039492356971979,0.02425753797324868,0.02702702702702703,0.015789092489317005
0.005548078771732284,0.011676856770572277,0.010974175848103444,0.008552370888918276,0.00812261618872719,0.008477209178465228,0.006649637108218816,0.00570543338623139,0.04158004158004158,0.012022886941406468
0.013348347935949911,0.020396912899669266,0.025127378826808388,0.020968168009509985,0.021719169374205385,0.030047490124717014,0.03150468312857316,0.029245069145318495,0.02702702702702703,0.03538060404142823
0.0031036282237908177,0.007216598175804362,0.0070548273309236405,0.007330603619072809,0.00836982624664497,0.007145710354622523,0.008149860114341363,0.007519081085165871,0.04158004158004158,0.009162019265589906
5.493147298744816e-05,0.00010023053021950487,8.709663371510691e-05,9.906221106855105e-05,7.063144511936714e-05,4.438329412809019e-05,0.0,0.00015113730824454016,0.0,0.00010864054465126386
0.0036254772171715787,0.00350806855768267,0.005966119409484823,0.006108836349227315,0.003001836417573103,0.006479960942701167,0.007338928759680494,0.0034005894355021537,0.008316008316008316,0.004635329905120592
0.004888901095882888,0.005462563896963015,0.004964508121761094,0.005811649716021661,0.005014832603475066,0.006790644001597799,0.005108867534363218,0.010806317539484623,0.016632016632016633,0.006156297530238285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0048889010958828956,0.016688383281547498,0.006270957627487687,0.006868313300752897,0.010735979658143765,0.009897474590564115,0.006811823379150981,0.004534119247336204,0.006237006237006237,0.008256681393496062
0.0009613007772803422,0.0015034579532925724,0.0017419326743021383,0.0009906221106855103,0.001765786127984177,0.0009764324708179844,0.0011353038965251588,0.0006045492329781605,0.014553014553014554,0.0016658216846527115
0.001181026669230135,0.0007517289766462864,0.0007838697034359622,0.0007594769515255579,0.0016951546828648113,0.0004882162354089921,0.0008514779223938692,0.001171314138895186,0.0,0.0005069892083725647
0.011096157543464538,0.003908990678560691,0.008840308322083348,0.006670188878615776,0.006462777228422087,0.0033731303537348546,0.007298382191947456,0.0018892163530567518,0.0,0.004780183964655612
0.008047460792661163,0.005312218101633758,0.011191917432391237,0.010764760269449216,0.00505014832603475,0.0053703785894989135,0.005960345456757088,0.001964785007179022,0.002079002079002079,0.006952994857680888
0.01689142794364031,0.02164979452741305,0.017070940208160964,0.016114119667150973,0.020624381974855204,0.01766455106297989,0.017475570692940836,0.01643618227159374,0.012474012474012475,0.02317664952560295
0.01991265895794997,0.0093715545755237,0.011322562382963893,0.01079778100647207,0.01469134058482836,0.009719941414051752,0.008595872359404785,0.010957454847729168,0.0,0.009886289563265002
0.0003570545744184131,0.0009020747719755437,0.0009580629708661761,0.0009906221106855103,0.0004591043932758864,0.001109582353202255,0.000729838219194745,0.002115922315423562,0.002079002079002079,0.000869124357210111
